"H2"
"The Wonderful Adventures of Nils Holgersson"
"Gall Force 5: Earth Chapter"
"Sailor Moon R Make Up! Sailor Guardians"
"Assassination Classroom 2nd Season: Kagaijugyou-hen"
"Jewelpet Attack Chance!?"
"Kaze no Matasaburou (2016)"
"Osomatsu-san: Short Film Series"
"Mr. Osomatsu: Virgin Hero"
"Sushi and Beyond: New Year's Special"
"Gintama: Aizome Kaori-hen"
"Dog Days '': Gravure Talk"
"Seraph of the End: Battle in Nagoya Specials"
"Macross FB7: Ginga Rukon Ore no Uta wo Kike!"
"Durarara!! X2 The Third Arc: Dufufufu!"
"Majestic Prince Movie: Kakusei no Idenshiko"
"Yona of the Dawn: Zeno Arc"
"Norn9: Goddess of Destiny"
"My Wife Is the Student Council President! OVA: Okusama Gekijou"
"Seiyuu's Life! A Small After-Party!"
"Zonmi-chan"
"12-Sai: Chiccha na Mune no Tokimeki"
"Bonobono (2016)"
"Joker 3"
"Neko mo, Ondake"
"Pretty Guardian Sailor Moon Crystal (2016)"
"PriPara 3"
"Show By Rock!!#"
"Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso"
"Kumamiko: Girl Meets Bear Specials"
"Osiris no Tenbin -Season 2-"
"Re:ZERO: Starting Break Time From Zero"
"Ojisan and Marshmallow: Hige-san and Marshmallow"
"Washimo 4"
"The Heroic Legend of Arslan OVA"
"Fairy Tail 2 OVA"
"Girls und Panzer der Film: Akiyama Yukari no Sensha Kouza"
"Infinite Stratos 2: Infinite Wedding"
"Aikatsu! Nerawareta Mahou no Aikatsu Card"
"Aikatsu Stars! The Movie"
"Digimon Adventure Tri. Movie 3: Confession"
"Koro-sensei Q!"
"Kuroko's Basketball Movie 1: Winter Cup Highlights -Shadow and Light-"
"Planetarian Movie: Hoshi no Hito"
"Dimension W: Do Robots Dream of Bathhouses"
"Overlord: Play Play Pleiades OVA"
"Jormungand Recap"
"Kabaneri of the Iron Fortress Part 2: Life That Burns"
"Kabaneri of the Iron Fortress Part 1: Light That Gathers"
"Mobile Suit Gundam 0083: Stardust Memory Picture Drama"
"Watashitachi, Luck Logic Bu! 2"
"Fate/Kaleid Liner Prisma Illya 3rei!! Specials"
"Final Fantasy VII: On the Way to a Smile, Episode: Denzel"
"Hikaru Utada: Sakura Nagashi"
"Garo: Crimson Moon - Kokuchou"
"Thunderbolt Fantasy: Sword Seekers 2"
"One Piece Film: Gold ~Episode 0~ 711 ver."
"Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaisha"
"Neon Genesis IMPACTS"
"Macross Delta Specials"
"Majestic Prince: Wings to the Future"
"12-Sai: Chiccha na Mune no Tokimeki 2"
"Crane Game Girls Galaxy!"
"GJ8 Man"
"Joker 4"
"Kaijuu Girls"
"Mahou Shoujo Nante Mouiidesukara. Second Season"
"Natsume's Book of Friends: Nyanko-sensei & The First Errand"
"My Wife is the Student Council President+!"
"Sengoku Choujuu Giga"
"Uta no Prince-sama: Maji Love Legend Star"
"Nanoha Takamichi: Lyrical Magic ~Sutekina Mahou~"
"Magical Girl Lyrical Nanoha The MOVIE 1st"
"Magical Girl Lyrical Nanoha THE MOVIE 3rd Reflection"
"Cyborg 009: Call of Justice - Movie 1"
"Cyborg 009: Call of Justice - Movie 2"
"Cyborg 009: Call of Justice - Movie 3"
"Kuroko's Basketball Movie 2: Winter Cup Highlights -Beyond the Tears-"
"Kuroko's Basketball Movie 3: Winter Cup Highlights -Crossing the Door-"
"Mahou Tsukai Pretty Cure! Movie: Kiseki no Henshin! Cure Mofurun!"
"Youkai Watch Movie 3: Sora Tobu Kujira to Double no Sekai no Daibouken da Nyan!"
"6HP - Six Hearts Princess"
"Armed Blue: Gunvolt"
"Kamisama Kiss: Kamisama, Shiawase ni Naru"
"Myriad Colors Phantom World: The Polka Dot Miracle"
"Tantei Opera Milky Holmes: Fun Fun Pearly Night - Ken to Janet no Okurimono"
"Tenchi Muyo! Ryo-Ohki 4"
"Trickster OVA: Episode 00"
"Osomatsu-san: Mutsugo to Ouma no Monogatari"
"Delete Beach"
"Chain Chronicle: The Light of Haecceitas - Movie 3"
"Cheer Boys!! Specials"
"March Comes in like a Lion Recap"
"Matoi the Sacred Slayer Recap"
"Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen"
"Eye Drops"
"Ace of the Diamond: Second Season OVA"
"Cheer Boys!! The View We Seven Shared"
"Kochira Katsushikaku Kameari Kouenmae Hashutsujo (Shinsaku)"
"Ninja Girl & Samurai Master Episode 0"
"Shounen Maid: Women Should Be Brave, and Men Should Be Winsome?"
"Gravity Rush The Animation: Overture"
"The Prince of Tennis Movie 2: Eikoku-shiki Teikyuu Shiro Kessen!"
"Code Geass Gaiden: Boukoku no Akito Picture Drama"
"Ai Mai Mii: Surgical Friends"
"Sentai Hero Sukiyaki Force"
"Yamishibai: Japanese Ghost Stories 4th Season"
"Doraemon Movie 37: Nobita no Nankyoku Kachi Kochi Daibouken"
"Gou-chan. Moko to Chinjuu no Mori no Nakama-tachi"
"Lupin III: Goemon's Blood Spray"
"Pretty Cure Movie: Dream Star!"
"PriPara Movie: Minna de Kagayake! Kirarin☆Star Live!"
"Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 1 - Tomodachi"
"Amanchu! The Story of the Promised Summer and New Memories"
"First Love Monster OVA"
"Hozuki's Coolheadedness OVA 2"
"Landreaall OVA"
"Onihei: Sono Otoko, Hasegawa Heizou"
"The Dragon Dentist (2017)"
"Broken Blade TV: Virgins War"
"Cyborg 009 (1966)"
"Naruto: Hidden Leaf Village Grand Sports Festival!"
"Naruto Shippuden: Konoha Gakuen Picture Drama Special"
"Naruto: Naruto to Mashin to Mitsu no Onegai Dattebayo!!"
"Naruto Shippuden OVA: Sage Naruto vs Sasuke"
"Naruto: Honoo no Chuunin Shiken! Naruto vs Konohamaru!!"
"Naruto Shippuden: Sunny Side Battle!"
"Fairy Tail Movie 1: Phoenix Priestess - The First Morning"
"Monster Strike 2nd Season"
"One Piece Special 2: Open Upon the Great Sea! A Father's Huge, HUGE Dream!"
"One Piece: Straw Hat Theater"
"One Piece: Strong World - Episode 0"
"Black Butler: His Butler, Performer"
"Black Butler 2 Specials"
"Black Butler Picture Drama"
"Mobile Suit SD Gundam Mk I"
"Mobile Suit SD Gundam Mk II"
"Mobile Suit SD Gundam Mk III"
"Mobile Suit SD Gundam no Gyakushuu: Arashi wo Yobu Gakuensai"
"Mobile Suit SD Gundam Mk IV"
"Turn A Gundam I: Earth Light"
"Turn A Gundam II: Moonlight Butterfly"
"Mobile Suit Gundam SEED Movie II: The Far-Away Dawn"
"Mobile Suit Gundam SEED Movie III: The Rumbling Sky"
"Mobile Suit Gundam SEED: After Phase: In the Valley of Stars"
"Mobile Suit Zeta Gundam: A New Translation -Heirs to the Stars-"
"Mobile Suit Gundam SEED Destiny Special Edition III: The Hell Fire of Destiny"
"Mobile Suit Gundam SEED Character Theater"
"Mobile Suit Gundam 00 Special Edition III: Return the World"
"Chou Denei-ban SD Gundam Sangokuden Brave Battle Warriors"
"Collection of Key Animation Films"
"Berserk (2016) Recap"
"Eureka Seven AO Final Episode: One More Time -lord don't slow me down-"
"Mobile Suit Gundam: Thunderbolt - December Sky"
"Zo Zo Zombie (2017)"
"Ao Oni The Animation Movie"
"Shimajirou to Niji no Oasis"
"Chaos;Child: Chaos;HEAd"
"Kiitaro's youkai picture diary Special"
"Kuroko's Basketball: Oshaberi Shiyou ka"
"Miss Kobayashi's Dragon Maid Specials"
"Servamp: Hai ni Mamireta Shoukei - All the world's a stage"
"Aikatsu Stars! Hoshi no Tsubasa"
"Akindo Sei Little Peso"
"Folktales from Japan 2nd Season"
"HiGH & LOW g-sword"
"Kaitou Tenshi Twin Angel TV"
"Monster Strike: The Long-Awaited Utopia"
"Meow Meow Japanese History 2nd Season"
"Ninja Girl & Samurai Master 2nd Season"
"Puri Puri Chii-chan!!"
"Rage of Bahamut: Genesis - Short Stories"
"Shounen Ashibe: Go! Go! Goma-chan (2017)"
"STARMYU 2"
"The iDOLM@STER: Cinderella Girls Theater"
"The iDOLM@STER: Cinderella Girls Theater (Web)"
"Yume Oukoku to Nemureru 100 Nin no Ouji-sama: Short Stories"
"Crayon Shin-chan Movie 25: Shurai! Uchujin Shiriri"
"Free! Timeless Medley: The Bond"
"Kamisama Minarai: Himitsu no Cocotama Movie"
"Osomatsu-san (2017)"
"The Night is Short, Walk On Girl"
"Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 2 - Tamashii"
"Blue Exorcist: Kuro's Trip Away From Home"
"Blue Exorcist OVA"
"Brave Witches: The Great Petersburg Strategy"
"New Game! Special"
"Saekano: How to Raise a Boring Girlfriend Flat: Fan Service of Love and Pure Heart"
"Terra Formars: Earth Arc"
"The Irresponsible Galaxy Tylor"
"Pikotarou no Lullaby Lu-llaby"
"Yamishibai: Japanese Ghost Stories 5th Season"
"Digimon Adventure Tri. Movie 5: Coexistence"
"Fate/Kaleid Liner Prisma Illya Movie: Vow in the Snow"
"Free! Timeless Medley: The Promise"
"Haikyuu!! Movie 4: Battle of Concepts"
"Koukyoushihen: Eureka Seven - Hi-Evolution 1"
"Pokemon: Slowking's Day"
"Pokemon: Pikachu's Winter Vacation"
"Pokemon: Pikachu's Winter Vacation 2000"
"Pokemon: Pikachu's Pikaboo"
"Pokemon: Raikou - The Legend of Thunder"
"Pokemon: Pikachu's Winter Vacation 2001"
"Pokemon: Camp Pikachu"
"Pokemon Advanced"
"Pokemon Chronicles"
"Pokemon: Gotta Dance!"
"Pokemon: Pichu Bros. in Party Panic"
"Pokemon: Pikachu's Summer Festival"
"Pokemon: Pikachu's Ghost Carnival"
"Pokemon Mystery Dungeon: Team Go-Getters Out of the Gate!"
"Pokemon: Pikachu's Island Adventure"
"Pokemon Mystery Dungeon: Explorers of Time and Darkness"
"Pokemon: Pikachu's Great Ice Adventure"
"Pokemon Mystery Dungeon: The Final Adventure Through Time and Darkness"
"Pokemon: Black & White"
"Pokemon Ranger: Guardian Signs"
"Pokemon: Pikachu's Big Mysterious Adventure"
"Pokemon: Diamond & Pearl Special"
"Pokemon: Black & White - Rival Destinies"
"Pokemon Black Version 2 and White Version 2"
"Pokemon: Meloetta's Moonlight Serenade"
"Pokemon: Mewtwo - Prologue to Awakening"
"Pokemon Black & White: Dekorora Adventure - Dent to Takeshi! Gyarados no Gekirin!!"
"Pokemon Black & White: Dekorora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!"
"The Glass Mask Year 3 Class D Movie"
"Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 3 - Yakusoku"
"Yuuki Yuuna is a Hero: The Washio Sumi Chapter"
"40-Shuunen da yo! Coro Coro All-Star Shougakkou"
"Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears"
"Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun"
"Kabukibu! Special"
"Karada Sagashi"
"Miss Kobayashi's Dragon Maid: Valentines and Hot Springs! (Please Don't Get Your Hopes Up)"
"Owarimonogatari II"
"Seizei Gambare Mahou Shoujo Kurumi"
"To Love Ru: Multiplication - Mae kara Ushiro kara"
"100% Pascal-sensei (2017)"
"Crayon Shin-chan Gaiden: O-O-O-No Shinnosuke"
"Jinriki Senkan!? Shiokaze Sawakaze"
"MSonic! D'Artagnyan's Rise to Fame"
"Monster Strike: A Rhapsody Called Lucy -The Very First Song-"
"Chaos;Child: Silent Sky"
"Berserk (2017): Recollections of the Witch"
"KADO: The Right Answer - Ekwari"
"Kuruneko (2017)"
"Lunatan: 10,000-nen no Himitsu"
"Matoi the Sacred Slayer Special"
"Minami Kamakura High School Girls Cycling Club: We're In Taiwan!!"
"Seven Mortal Sins: Confession"
"Souryo to Majiwaru Shikiyoku no Yoru ni... Recap"
"Yuri!!! on Ice: Welcome to The Madness"
"Hozuki's Coolheadedness OVA"
"Mobile Suit Gundam: Thunderbolt - Bandit Flower"
"Mobile Suit Gakuen: G-Reco Koushien"
"Gundam Reconguista in G: From the Past to the Future"
"Gin-iro no Olynssis"
"Code: Realize ~Guardian of Rebirth~"
"Girls und Panzer: Dai 63 Kaisen Shadou Zenkoku Koukousei Taikai"
"Hitori no Shita: The Outcast 2"
"Lalala Lala-chan: Uchuu ni Muchuu"
"Monster Strike: The Fading Cosmos"
"Mr. Osomatsu 2nd Season"
"Pikotarou no Lullaby Lu-llaby (Web)"
"Pittanko!! Nekozakana 2"
"The iDOLM@STER: Cinderella Girls Theater 2nd Season"
"The iDOLM@STER: Cinderella Girls Theater 2nd Season (Web)"
"Time Bokan: The Villains' Strike Back"
"Mahou Sensei Negima! Introduction Film"
"Mahou Sensei Negima! ~Shiroki Tsubasa Ala Alba~"
"Mahou Sensei Negima! ~Mou Hitotsu no Sekai~"
"Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue"
"Mahou Sensei Negima! Anime Final"
"Yuuki Yuuna is a Hero: The Hero Chapter"
"DC Super Heroes vs. Eagle Talon"
"Laughing Under the Clouds Gaiden: Movie 1"
"Girls und Panzer das Finale: Part 1"
"Haikara-San: Here Comes Miss Modern Part 1"
"Is the Order a Rabbit?? ~Dear My Sister~"
"Kirakira Pretty Cure a la Mode Movie: Paris to! Omoide no Mille-Feuille​!"
"Mobile Suit Gundam: Twilight Axis - Akaki Zanei"
"Touken Ranbu: Hanamaru ~Makuai Kaisouroku~"
"Youkai Watch Movie 4: Shadowside - Oni-ou no Fukkatsu"
"Baka and Test - Summon the Beasts Mini Anime"
"Dies irae: Irasshai Sonnenji"
"Drifters Specials"
"Encouragement of Climb: Omoide Present"
"Fate/Apocrypha: Seihai Taisen Douran-hen"
"My First Girlfriend is a Gal: My First Cultural Fair"
"Maho-Yome"
"Pochitto Hatsumei: Pikachin-Kit Episode 0"
"The iDOLM@STER: Cinderella Girls Theater 2nd Season Specials"
"The iDOLM@STER SideM: Episode of Jupiter"
"Yuuki Yuuna is a Hero: A Sunny Place"
"Children of Ether"
"Guru Guru Petit Anime Gekijou"
"PJ Berri no Mogumogu Munyamunya 2nd Season"
"Fate/Apocrypha: Seihai Daisen Kaimaku-hen"
"Inagawa Junji no Sugooku Kowai Hanashi"
"Kuroko's Basketball: Last Game - NG-shuu"
"Seven Mortal Sins: Confession Specials"
"The iDOLM@STER: Cinderella Girls Theater Specials"
"Thunderbolt Fantasy Movie: The Sword of Life and Death"
"Hugtto! Pretty Cure"
"Kaijuu Girls 2nd Season"
"Overlord II: Play Play Pleiades"
"Love, Chunibyo & Other Delusions! Movie: Take On Me"
"Doraemon Movie 38: Nobita's Treasure Island"
"Hiragana Danshi Movie: Jo"
"Macross Delta Movie: Gekijou no Walkure"
"Mazinger Z/Infinity"
"Pretty Cure Movie: Super Stars!"
"Children of the Whales Specials"
"Fate/Grand Order x Himuro no Tenchi: 7-nin no Saikyou Ijin-hen"
"Fate/Kaleid Liner Prisma Illya Movie: Vow in the Snow Special"
"Robot Girls Z+ Special"
"Sakura no Chikai: Marronni Yell -  Higashi no Asuka Shimotsuke-shi wo Yell!"
"Tantei Opera Milky Holmes: Arsene - Karei naru Yokubou"
"The Seven Deadly Sins: Revival of the Commandments Prologue"
"Yuuwaku Office Lover 2"
"IDOLiSH7: Vibrato"
"Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (2018)"
"Infini-T Force Movie"
"Tokimeki Restaurant: Miracle6 Movie"
"Katana Maidens: Toji no Miko Recap"
"Record of Grancrest War: Reminiscence"
"Sword Art Online: Fatal Bullet - The Third Episode"
"Tabechattate Ii no ni na!"
"Beatless: Intermission"
"Laughing Under the Clouds Gaiden: Movie 2"
"Laughing Under the Clouds Gaiden: Movie 3"
"Koukyoushihen: Eureka Seven - Hi-Evolution 2"
"Koukyoushihen: Eureka Seven - Hi-Evolution 3"
"The King of Fighters: Another Day"
"Fate/Extra Last Encore: Illustrias Geocentric Theory"
"Alice or Alice: Siscon Nii-san to Futago no Imouto"
"Chi's Sweet Adventure 2nd Season"
"Cutey Honey Flash: Movie"
"Dragon Pilot: Hisone & Masotan"
"Future Card Buddyfight: All-Star Fight"
"GeGeGe no Kitarou"
"GeGeGe no Kitarou Movie (1985)"
"GeGeGe no Kitarou: Saikyou Youkai Gundan! Nihon Jouriku!!"
"GeGeGe no Kitarou: Nippon Bakuretsu!!"
"High School DxD Hero: Holiness Behind the Gym"
"Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy"
"Love to Lie Angle"
"Lupin III Special 14: Episode 0 - First Contact"
"Lupin III vs Detective Conan: The Movie"
"Lupin III Special 13: Alcatraz Connection"
"Lupin III Special 15: Operation Return the Treasure"
"Lupin III Special 16: Stolen Lupin"
"Lupin III Special 17: Angel Tactics"
"Lupin III Special 18: Seven Days Rhapsody"
"Lupin III Special 19: The Elusiveness of the Fog"
"Lupin III: Green vs Red"
"Lupin III Special 20: Sweet Lost Night"
"Lupin III Special 21: Lupin III vs Detective Conan"
"Monkey Majik: Lupin the Third"
"Lupin III Special 22: The Last Job"
"Lupin III Special 23: Blood Seal of the Eternal Mermaid"
"Lupin III: The Woman Called Fujiko Mine"
"Lupin III Special 24: Touhou Kenbunroku - Another Page"
"Lupin VIII: Arsene and Cie"
"Lupin III: Lupin Family All-Stars"
"Lupin III Special 25: Princess of the Breeze - Kakusareta Kuuchuu Toshi"
"Lupin III: Jigen's Gravestone"
"Meow Meow Japanese History 3rd Season"
"Ninja Girl & Samurai Master 3rd Season"
"Puzzle & Dragons"
"Shounen Ashibe: Go! Go! Goma-chan (2018)"
"Avengers Confidential: Black Widow & Punisher"
"Crayon Shin-chan Movie 26: Bakumori! Kung-Fu Boys - Ramen Tairan"
"Peace Maker Kurogane: Belief"
"Food Wars! The Third Plate: Erina no Shin Seikatsu"
"God Eater Rezo Nantoka Gekijou Episode 0"
"Junji Ito ""Collection"": Tomie"
"Maerchen Maedchen Specials"
"The iDOLM@STER SideM: Passion of the Passion"
"Tenka Touitsu Koi no Ran: Shutsujin! Saika Yoninshuu"
"Kyousougiga: Review"
"Kyousougiga (2011)"
"100 Sleeping Princes & the Kingdom of Dreams"
"Take My Brother Away 2"
"Encouragement of Climb 3"
"Kira Kira Happy Hirake! Cocotama"
"ORESAMA: Hotohashiru"
"Overlord III: Play Play Pleiades"
"The iDOLM@STER: Cinderella Girls Theater 3rd Season"
"The iDOLM@STER: Cinderella Girls Theater 3rd Season (Web)"
"Yamishibai: Japanese Ghost Stories 6th Season"
"The Thousand Musketeers"
"Okko's Inn Movie"
"Bikini Warriors OVA 2"
"Devils' Line: Anytime Anywhere"
"Hakumei and Mikochi Special"
"Teasing Master Takagi-san OVA"
"One Room: Hanasaka Yui's Prologue"
"School Babysitters Special"
"Yarichin Bitch-bu"
"Yuuna and the Haunted Hot Springs OVA"
"Quanzhi Gaoshou Tebie Pian"
"Xenosaga"
"As Miss Beelzebub Likes It."
"Barangay 143"
"DAKAICHI: I'm being harassed by the sexiest man of the year"
"Dropkick on My Devil! (Web)"
"Gurazeni: Money Pitch 2nd Season"
"Million Arthur"
"Hashiri Tsuzukete Yokattatte."
"Seizei Gambare Mahou Shoujo Kurumi 2nd Season"
"eX-Driver Danger Zone"
"Akai Koudan Zillion Utahime Yakyoku"
"Hugtto! Pretty Cure x Futari wa Pretty Cure Movie: All Stars Memories"
"Kaijuu Girls (Black)"
"K: Seven Stories Movie 4 -  Lost Small World ~Outside the Cage~"
"Monster Strike the Animation: Trouble in Monster Strike"
"Monster Strike the Movie 2: Sora no Kanata"
"Peace Maker Kurogane: Friend"
"Thundercats"
"Garo The Animation: Yurugaro"
"Daifuku-kun @ Kin Tele"
"Hakyuu Hoshin Engi: The Blood of the Koh Family"
"Horizon in the Middle of Nowhere Special"
"Road to You: Hoshifuruoka no Yakusoku"
"Shoujo Kageki Revue Starlight Specials"
"Steins;Gate 0: Valentine's of Crystal Polymorphism -Bittersweet Intermedio-"
"Yu Yu Hakusho: Eizou Hakusho"
"Yu Yu Hakusho Specials"
"Funny Animal Bus 2nd Season"
"Beatless: Final Stage"
"Kamisama Minarai: Himitsu no Cocotama Specials"
"Kiss made, Ato 1 Byou."
"Late Night! The Genius Bakabon Specials"
"The iDOLM@STER: Cinderella Girls Theater 3rd Season Specials"
"Gou-chan. Moko to Koori no Ue no Yakusoku"
"PriPara & Kiratto Pri-Chan: Kira Kira Memorial Live"
"Code: Realize ~Guardian of Rebirth~ Set a thief to catch a thief"
